Word	Norwegian-no	Valence	Arousal	Dominance
bubbling	bobler	0.500	0.438	0.384
bubbly	Sprudlende	0.698	0.608	0.462
bubonic	bylle	0.280	0.530	0.394
buck	buck	0.677	0.577	0.720
buckaroo	Buckaroo	0.448	0.469	0.479
bucket	bøtte	0.408	0.167	0.336
buckle	spenne	0.416	0.373	0.361
buckled	skjev	0.427	0.358	0.439
bucko	Bucko	0.439	0.455	0.465
buckshot	buckshot	0.255	0.740	0.322
buckwheat	bokhvete	0.490	0.471	0.434
bud	knopp	0.460	0.402	0.333
buddha	buddha	0.690	0.198	0.604
buddhism	buddhisme	0.510	0.115	0.673
buddhist	buddhist	0.570	0.182	0.481
budding	spirende	0.490	0.500	0.355
buddy	buddy	0.884	0.585	0.655
budge	rikke	0.719	0.755	0.543
budget	budsjett	0.643	0.396	0.731
buff	buff	0.561	0.425	0.361
buffalo	bøffel	0.469	0.528	0.527
buffer	buffer	0.520	0.474	0.350
buffering	buffering	0.479	0.468	0.381
buffet	buffet	0.656	0.546	0.519
buffoon	bajas	0.344	0.651	0.290
bug	bug	0.286	0.500	0.246
bugaboo	Bugaboo	0.439	0.491	0.441
bugged	avlyttet	0.561	0.439	0.500
bugger	bugger	0.312	0.627	0.474
buggy	buggy	0.500	0.509	0.327
bugle	bugle	0.479	0.588	0.391
bugler	bugler	0.542	0.540	0.393
build	bygge	0.771	0.546	0.806
builder	bygger	0.660	0.642	0.701
building	bygning	0.705	0.288	0.673
buildings	bygninger	0.582	0.380	0.552
buildup	bygge opp	0.490	0.509	0.623
bulb	pære	0.562	0.208	0.300
bulbous	oppsvulmede	0.390	0.442	0.430
bulge	utbulning	0.260	0.487	0.400
bulimic	bulimisk	0.092	0.570	0.373
bulk	bulk	0.469	0.413	0.509
bulkhead	skott	0.312	0.425	0.402
bulky	klumpete	0.427	0.591	0.750
bull	okse	0.521	0.640	0.644
bulldog	bulldog	0.494	0.650	0.530
bulldozer	bulldozer	0.459	0.549	0.643
bullet	kule	0.408	0.794	0.634
bulletin	bulletin	0.573	0.294	0.361
bulletproof	skuddsikker	0.750	0.721	0.779
bullfighter	tyrefekter	0.448	0.794	0.664
bullfrog	Bullfrog	0.344	0.481	0.422
bullheaded	veldig sta	0.229	0.740	0.516
bullhorn	bullhorn	0.510	0.653	0.736
bullion	bullion	0.693	0.558	0.729
bullock	oksen	0.281	0.402	0.375
bullpen	bullpen	0.480	0.549	0.500
bullshit	tull	0.042	0.676	0.183
bully	bølle	0.257	0.755	0.564
bulwark	bolverk	0.551	0.552	0.675
bum	boms	0.281	0.451	0.155
bumblebee	humle	0.469	0.493	0.321
bummed	bummed	0.296	0.430	0.227
bummer	nedtur	0.163	0.500	0.267
bump	dunke	0.286	0.458	0.368
bumper	støtfanger	0.385	0.573	0.518
bumpy	humpete	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	gjeng	0.552	0.358	0.473
bundle	bunt	0.510	0.343	0.434
bungalow	bungalow	0.562	0.352	0.406
bungee	bungee	0.637	0.545	0.327
bunghole	spunshullet	0.286	0.426	0.396
bunion	Hallux valgus	0.276	0.340	0.290
bunk	bunk	0.438	0.332	0.339
bunker	bunker	0.375	0.673	0.773
bunkhouse	bunkhouse	0.470	0.414	0.407
bunny	bunny	0.740	0.325	0.194
bunt	bunt	0.417	0.422	0.349
buoy	bøye	0.562	0.280	0.284
buoyancy	oppdrift	0.625	0.373	0.538
buoyant	oppdrifts	0.625	0.441	0.497
bur	bur	0.385	0.353	0.314
burden	byrde	0.367	0.583	0.697
burdened	tynget	0.429	0.519	0.565
burdensome	tyngende	0.229	0.696	0.419
bureau	byrå	0.562	0.373	0.618
bureaucracy	byråkrati	0.380	0.578	0.740
bureaucrat	byråkrat	0.208	0.519	0.598
bureaucratic	byråkratisk	0.280	0.630	0.573
burger	burger	0.688	0.568	0.398
burglar	innbruddstyv	0.050	0.769	0.404
burglary	innbrudd	0.146	0.918	0.543
burial	begravelse	0.203	0.577	0.333
buried	begravet	0.133	0.530	0.370
burke	burke	0.466	0.441	0.451
burlap	burlap	0.429	0.462	0.411
burlesque	burlesk	0.327	0.615	0.343
burly	braut	0.562	0.650	0.750
burn	brenne	0.219	0.783	0.509
burned	brent	0.163	0.603	0.347
burner	brenner	0.296	0.816	0.446
burning	brenning	0.229	0.760	0.412
burnished	polert	0.520	0.580	0.464
burnout	brenne ut	0.219	0.445	0.240
burnt	brent	0.082	0.713	0.356
burp	å rape	0.219	0.594	0.432
burr	Burr	0.390	0.426	0.308
burrito	burrito	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	hule	0.438	0.280	0.355
bursary	stipend	0.729	0.462	0.571
burst	burst	0.156	0.894	0.845
bury	begrave	0.077	0.571	0.346
bus	buss	0.407	0.411	0.400
busboy	ryddegutten	0.510	0.453	0.441
bush	busk	0.413	0.220	0.315
bushel	bushel	0.417	0.387	0.368
bushy	buskete	0.562	0.321	0.427
business	virksomhet	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	forretningsmann	0.653	0.510	0.802
businesswoman	forretningskvinne	0.719	0.500	0.764
busload	busload	0.561	0.481	0.492
buss	buss	0.469	0.500	0.391
bust	Bryst	0.520	0.500	0.420
busted	tatt på fersken	0.204	0.676	0.345
buster	buster	0.469	0.491	0.483
bustle	mas	0.347	0.814	0.445
bustling	travle	0.490	0.850	0.528
busy	opptatt	0.402	0.500	0.474
busybody	busybody	0.255	0.634	0.472
butane	butan	0.442	0.483	0.380
butcher	slakter	0.500	0.575	0.608
butler	hovmester	0.469	0.225	0.438
butt	rumpe	0.347	0.725	0.336
butter	smør	0.650	0.292	0.202
buttercup	buttercup	0.562	0.482	0.422
butterfly	sommerfugl	0.892	0.327	0.314
buttermilk	melk	0.633	0.311	0.304
butterscotch	karamell	0.708	0.510	0.356
buttery	buttery	0.625	0.318	0.303
buttock	rumpeballe	0.429	0.600	0.288
buttocks	rumpe	0.458	0.677	0.365
button	knapp	0.520	0.220	0.343
buttress	buttress	0.438	0.684	0.721
buxom	yppig	0.562	0.719	0.547
buy	kjøpe	0.771	0.769	0.612
buyer	kjøper	0.613	0.519	0.649
buying	kjøpe	0.665	0.784	0.589
buzz	buzz	0.333	0.686	0.375
buzzard	hauk	0.350	0.500	0.225
buzzed	surra	0.583	0.549	0.448
buzzer	summer	0.549	0.716	0.480
buzzing	summende	0.430	0.588	0.370
bye	Ha det	0.375	0.398	0.321
bygone	forgangen	0.229	0.310	0.315
bylaw	vedtekt	0.469	0.373	0.725
byline	avansere i langs siden	0.469	0.450	0.435
bypass	bypass	0.429	0.418	0.353
bystander	tilskuer	0.480	0.462	0.491
byte	byte	0.490	0.380	0.407
byzantine	bysantinsk	0.546	0.443	0.492
cab	drosje	0.438	0.490	0.421
cabal	Cabal	0.500	0.406	0.573
cabana	cabana	0.698	0.296	0.407
cabaret	kabaret	0.677	0.656	0.482
cabbage	kål	0.398	0.225	0.264
cabbie	cabbie	0.521	0.417	0.429
cabernet	cabernet	0.543	0.420	0.480
cabin	hytte	0.643	0.292	0.430
cabinet	kabinett	0.552	0.306	0.465
cable	kabel	0.583	0.245	0.434
caboodle	caboodle	0.529	0.521	0.325
caboose	tilhengeren	0.440	0.453	0.438
cabriolet	cabriolet	0.667	0.525	0.472
cache	cache	0.552	0.348	0.389
cacophony	kakofoni	0.408	0.562	0.440
cactus	kaktus	0.439	0.412	0.284
cad	cad	0.447	0.406	0.404
cadaver	kadaver	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	caddy	0.580	0.470	0.380
cadence	cadence	0.427	0.473	0.355
cadet	kadett	0.504	0.393	0.664
cafe	kafe	0.781	0.392	0.358
cafeteria	kafeteria	0.757	0.400	0.382
caffeine	koffein	0.562	0.759	0.500
cage	bur	0.316	0.333	0.352
cagey	cagey	0.542	0.363	0.582
cahoots	ledtog	0.312	0.696	0.474
cairn	varde	0.260	0.435	0.254
cake	kake	0.810	0.375	0.287
cakewalk	cakewalk	0.719	0.510	0.447
calamari	blekksprut	0.521	0.312	0.406
calamitous	calamitous	0.219	0.685	0.500
calamity	ulykke	0.122	0.795	0.343
calcareous	kalkrik	0.490	0.368	0.462
calcium	kalsium	0.600	0.346	0.479
calculate	regne ut	0.490	0.452	0.440
calculated	regnet ut	0.633	0.425	0.683
calculating	beregning	0.458	0.430	0.625
calculation	beregningen	0.646	0.453	0.606
calculator	kalkulator	0.513	0.283	0.588
calculus	kalkulus	0.360	0.360	0.562
calendar	kalender	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	kalv	0.531	0.366	0.336
caliber	kaliber	0.429	0.551	0.606
calibrate	kalibrere	0.552	0.460	0.623
calico	calico	0.406	0.338	0.491
calipers	calipers	0.480	0.510	0.481
calisthenics	calisthenics	0.562	0.663	0.545
call	anrop	0.594	0.627	0.558
callback	Ring tilbake	0.524	0.529	0.434
caller	innringer	0.646	0.615	0.472
calligraphy	kalligrafi	0.620	0.216	0.500
calling	ringer	0.646	0.590	0.483
callous	ufølsom	0.245	0.500	0.386
calls	samtaler	0.608	0.431	0.551
calm	rolig	0.875	0.100	0.282
calming	beroligende	0.885	0.105	0.360
calmness	ro	0.934	0.105	0.394
caloric	kalori	0.327	0.483	0.448
calorie	kalori	0.333	0.540	0.427
calorimeter	kalorimeteret	0.406	0.560	0.414
cam	cam	0.448	0.363	0.355
camaraderie	fellesskap	0.833	0.510	0.648
camber	camber	0.430	0.382	0.439
camcorder	videokamera	0.556	0.422	0.454
camel	kamel	0.540	0.282	0.314
cameo	cameo	0.573	0.457	0.509
camera	kamera	0.640	0.288	0.379
cameraman	kameramann	0.542	0.452	0.542
camisole	camisole	0.497	0.250	0.375
camouflage	kamuflere	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	leir	0.622	0.617	0.594
campaign	kampanje	0.602	0.730	0.823
campaigner	forkjemperen	0.592	0.698	0.821
campaigning	valgkamp	0.531	0.663	0.741
camper	campingvogn	0.573	0.529	0.482
campfire	bål	0.677	0.509	0.436
camping	camping	0.653	0.529	0.480
campsite	Camping	0.680	0.490	0.547
campus	campus	0.604	0.388	0.519
can	kan	0.662	0.360	0.454
can opener	boks åpner	0.444	0.491	0.308
canal	kanal	0.673	0.259	0.321
canary	kanarifuglen	0.582	0.276	0.265
cancel	Avbryt	0.214	0.306	0.368
canceling	avbryter	0.229	0.470	0.349
cancellation	kansellering	0.224	0.431	0.389
cancer	kreft	0.052	0.694	0.529
candid	oppriktige	0.667	0.349	0.458
candidacy	kandidatur	0.490	0.657	0.696
candidate	kandidat	0.596	0.490	0.804
candied	kandiserte	0.713	0.330	0.360
candle	stearinlys	0.602	0.221	0.344
candlelight	stearinlys	0.789	0.294	0.417
candles	stearinlys	0.615	0.206	0.268
candlestick	lysestake	0.448	0.531	0.534
candor	oppriktighet	0.740	0.389	0.607
candy	sukkertøy	0.930	0.425	0.384
cane	stokk	0.459	0.298	0.398
canine	canine	0.573	0.569	0.425
canister	kanister	0.553	0.271	0.403
canker	canker	0.262	0.469	0.427
cannabis	cannabis	0.271	0.500	0.564
canned	hermetisert	0.398	0.357	0.298
cannibal	kannibal	0.122	0.824	0.480
cannibalism	kannibalisme	0.094	0.890	0.583
canning	hermetisering	0.490	0.392	0.259
cannon	kanon	0.529	0.676	0.811
cannonball	kanon	0.344	0.840	0.759
canoe	kano	0.542	0.300	0.418
canon	canon	0.385	0.519	0.541
canonical	kanonisk	0.542	0.410	0.620
canons	kanoner	0.385	0.588	0.593
canopy	baldakin	0.615	0.264	0.398
cantaloupe	cantaloupe	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	kantine	0.688	0.600	0.514
canterbury	Canterbury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	cantilever	0.357	0.618	0.421
cantina	kantine	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	kantonen	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	lerret	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	Dal	0.468	0.731	0.634
cap	lokk	0.612	0.240	0.375
capability	evne	0.833	0.571	0.730
capable	i stand	0.765	0.587	0.547
capacity	kapasitet	0.719	0.411	0.806
cape	kappe	0.531	0.235	0.357
caper	caper	0.510	0.370	0.326
capillary	kapillær	0.469	0.365	0.395
capital	hovedstad	0.520	0.500	0.798
capitalism	kapitalisme	0.448	0.686	0.848
capitalist	kapitalist	0.352	0.577	0.821
capitalize	kapital	0.771	0.601	0.885
capitals	hovedsteder	0.755	0.500	0.655
capitation	capitation	0.479	0.529	0.589
capitol	capitol	0.535	0.375	0.705
capitulation	kapitulasjon	0.375	0.546	0.615
cappuccino	cappuccino	0.792	0.279	0.384
caprice	caprice	0.333	0.640	0.430
capricious	lune	0.221	0.650	0.500
caps	caps	0.510	0.221	0.368
capslock	Capslock	0.330	0.394	0.398
capsule	kapsel	0.583	0.290	0.570
captain	kaptein	0.552	0.653	0.966
caption	bildetekst	0.814	0.292	0.379
captivate	fange	0.698	0.604	0.723
captivating	fengslende	0.895	0.594	0.816
captive	fange	0.235	0.558	0.411
captivity	fangenskap	0.225	0.493	0.387
captor	Kidnapperen	0.347	0.625	0.612
capture	fangst	0.357	0.650	0.537
car	bil	0.776	0.540	0.500
caramel	karamell	0.901	0.363	0.400
carat	karat	0.823	0.604	0.676
caravan	campingvogn	0.635	0.559	0.455
carbon	karbon	0.604	0.360	0.350
carburetor	forgasser	0.469	0.612	0.555
carcass	skrott	0.115	0.529	0.309
carcinoma	karsinom	0.153	0.692	0.440
card	kort	0.531	0.269	0.436
cardboard	papp	0.500	0.173	0.309
cardiac	hjerte	0.344	0.765	0.615
cardigan	cardigan	0.599	0.324	0.264
cardinal	kardinal	0.583	0.358	0.712
cardiologist	kardiolog	0.458	0.630	0.814
cardiology	kardiologi	0.203	0.545	0.605
cardiomyopathy	kardiomyopati	0.177	0.645	0.537
cards	kort	0.568	0.317	0.320
care	omsorg	0.729	0.370	0.500
career	karriere	0.740	0.712	0.606
carefree	bekymringsløs	0.755	0.220	0.500
careful	forsiktig	0.625	0.538	0.530
carefully	nøye	0.698	0.330	0.544
careless	uforsiktig	0.255	0.431	0.125
carelessness	uforsiktighet	0.245	0.482	0.330
caress	kjærtegn	0.833	0.418	0.509
caret	caret	0.656	0.402	0.527
caretaker	vaktmester	0.714	0.531	0.759
cargo	last	0.408	0.444	0.455
caribou	villrein	0.562	0.452	0.342
caricature	karikatur	0.604	0.373	0.383
caries	karies	0.115	0.569	0.283
caring	omsorgsfull	0.635	0.469	0.500
carjack	bilkapring	0.438	0.682	0.439
carnage	blodbad	0.406	0.600	0.558
carnal	kjødelig	0.417	0.679	0.421
carnation	nellik	0.653	0.357	0.431
carnival	karneval	0.927	0.888	0.555
carnivorous	kjøttet	0.224	0.613	0.651
carol	carol	0.673	0.412	0.436
carols	carols	0.847	0.420	0.491
carousel	karusell	0.704	0.500	0.412
carp	karpe	0.531	0.324	0.375
carpal	carpal	0.449	0.327	0.420
carpenter	snekker	0.521	0.550	0.519
carpentry	snekring	0.561	0.459	0.518
carpet	teppe	0.520	0.170	0.339
carpeting	tepper	0.542	0.312	0.444
carpool	samkjøring	0.625	0.509	0.500
carriage	vogn	0.650	0.538	0.491
carried	gjennomført	0.490	0.382	0.534
carrier	carrier	0.533	0.588	0.638
carrot	gulrot	0.500	0.235	0.279
carry	bære	0.635	0.380	0.500
carrying	frakte	0.656	0.557	0.443
carsick	bilsyk	0.224	0.574	0.255
cart	kurven	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	kartell	0.438	0.394	0.602
carter	carter	0.312	0.480	0.431
cartilage	brusk	0.438	0.370	0.407
cartographic	kartografisk	0.490	0.348	0.424
cartography	kartografi	0.520	0.300	0.579
carton	kartong	0.286	0.186	0.241
cartoon	tegnefilm	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	patron	0.458	0.500	0.407
carve	skjære	0.469	0.443	0.598
carver	carver	0.418	0.500	0.500
carving	utskjæring	0.541	0.444	0.368
cascade	kaskade	0.735	0.509	0.395
case	sak	0.427	0.275	0.441
casein	kasein	0.470	0.436	0.415
cash	penger	0.867	0.552	0.714
cashier	kasserer	0.615	0.413	0.484
cashmere	Cash	0.653	0.452	0.439
casing	foringsrør	0.458	0.327	0.328
casino	kasino	0.542	0.684	0.568
cask	cask	0.490	0.398	0.444
casket	skrin	0.125	0.490	0.346
casserole	kasserolle	0.570	0.360	0.328
cassette	kassett	0.490	0.334	0.355
cast	støpt	0.558	0.620	0.517
castaway	skipbrudden	0.208	0.646	0.422
caste	slott	0.510	0.333	0.374
caster	caster	0.604	0.670	0.647
castle	borg	0.680	0.396	0.718
castor	castor	0.583	0.337	0.368
castrate	kastrere	0.177	0.485	0.519
castration	kastrering	0.198	0.735	0.381
casual	uformelt	0.643	0.224	0.385
casually	uformelt	0.658	0.290	0.333
casualty	havari	0.235	0.274	0.132
cat	katt	0.667	0.260	0.370
catabolism	katabolisme	0.265	0.573	0.605
catalog	katalog	0.561	0.221	0.573
catalogue	katalog	0.647	0.327	0.533
catalysis	katalyse	0.385	0.559	0.531
catalyst	katalysatoren	0.604	0.509	0.585
catalytic	katalytisk	0.562	0.519	0.563
catamaran	katamaran	0.571	0.566	0.526
catapult	katapult	0.480	0.830	0.649
cataract	grå stær	0.406	0.545	0.549
catastrophe	katastrofe	0.146	0.952	0.670
catastrophic	katastrofal	0.071	0.934	0.598
catatonic	kataton	0.255	0.500	0.509
catch	å fange	0.531	0.437	0.552
catcher	catcher	0.653	0.413	0.540
catching	fanger	0.490	0.788	0.644
catchphrase	slagord	0.698	0.423	0.433
catchy	fengende	0.677	0.441	0.462
catechism	katekisme	0.656	0.236	0.613
categorical	kategorisk	0.615	0.442	0.760
category	kategori	0.571	0.264	0.521
cater	imøtekomme	0.802	0.500	0.509
caterer	caterer	0.550	0.557	0.644
caterpillar	larve	0.461	0.286	0.330
cates	cates	0.370	0.394	0.407
catfish	malle	0.458	0.337	0.296
cathartic	rensende	0.450	0.510	0.604
cathedral	katedral	0.598	0.330	0.643
catheter	kateteret	0.336	0.491	0.373
catholic	katolikk	0.646	0.240	0.575
cathouse	cathouse	0.327	0.375	0.363
catnip	catnip	0.439	0.381	0.296
cattle	kveg	0.622	0.340	0.445
catwalk	catwalk	0.698	0.436	0.464
caucus	nominasjonsmøte	0.418	0.311	0.491
caudal	hale	0.500	0.425	0.583
cauldron	kjele	0.510	0.486	0.418
cauliflower	blomkål	0.448	0.255	0.231
caulk	caulk	0.367	0.500	0.418
causal	årsaks	0.562	0.367	0.491
causality	kausalitet	0.500	0.378	0.336
causation	årsakssammenheng	0.562	0.480	0.567
cause	årsaken	0.469	0.373	0.486
caused	forårsaket	0.344	0.520	0.382
causeway	causeway	0.453	0.382	0.422
caution	forsiktighet	0.552	0.712	0.547
cautionary	advarende	0.510	0.541	0.519
cautious	forsiktige	0.470	0.445	0.517
cautiously	forsiktig	0.510	0.388	0.525
cavalier	cavalier	0.735	0.462	0.713
cavalry	kavaleri	0.667	0.727	0.794
cave	hule	0.459	0.333	0.380
caveat	forbeholdet	0.344	0.629	0.484
caveman	huleboer	0.235	0.644	0.482
cavern	hulen	0.323	0.360	0.365
cavernous	cavernous	0.354	0.548	0.462
caviar	kaviar	0.906	0.394	0.481
caving	grotting	0.378	0.491	0.551
cavity	hulrom	0.466	0.385	0.379
cayenne	cayenne	0.615	0.306	0.355
cease	opphøre	0.388	0.250	0.420
ceasefire	våpenhvile	0.542	0.594	0.567
ceaseless	ustanselig	0.378	0.704	0.658
cedar	seder	0.560	0.267	0.577
cede	avstå	0.275	0.327	0.402
ceiling	tak	0.520	0.224	0.366
celebrant	celebrant	0.865	0.656	0.643
celebrate	feire	0.917	0.857	0.859
celebrated	feiret	0.875	0.690	0.763
celebrating	feire	0.927	0.860	0.773
celebration	feiring	0.939	0.824	0.880
celebrations	feiringer	0.958	0.794	0.714
celebratory	feirende	0.857	0.653	0.845
celebrity	kjendis	0.760	0.619	0.855
celery	selleri	0.396	0.147	0.223
celestial	himmelsk	0.817	0.360	0.731
celibacy	sølibat	0.302	0.276	0.509
celibate	sølibat	0.419	0.387	0.391
cell	celle	0.541	0.375	0.465
cellar	kjeller	0.510	0.277	0.406
cellblock	Celleblokk	0.186	0.570	0.500
cellist	cellist	0.667	0.500	0.486
cellmate	cellekamerat	0.167	0.684	0.349
cello	cello	0.635	0.324	0.528
cellophane	cellofan	0.648	0.282	0.289
cellular	mobilnettet	0.643	0.398	0.517
cellulite	cellulitt	0.200	0.384	0.256
celluloid	celluloid	0.469	0.440	0.425
cement	sement	0.544	0.265	0.527
cemented	sementert	0.429	0.382	0.537
cemetery	gravplass	0.051	0.630	0.417
censor	sensor	0.344	0.276	0.538
censorship	sensur	0.219	0.698	0.421
censure	sensurere	0.219	0.653	0.417
census	telling	0.449	0.289	0.553
cent	øre	0.439	0.367	0.402
centenary	hundreårsjubileum	0.604	0.440	0.642
centennial	hundre	0.583	0.394	0.700
center	senter	0.643	0.231	0.431
centerfold	centerfold	0.571	0.407	0.485
centerpiece	midt	0.594	0.208	0.520
centimeter	centimeter	0.427	0.280	0.380
centipede	Skolopender	0.296	0.399	0.361
central	sentral	0.640	0.356	0.621
centrality	sentralitet	0.571	0.312	0.709
centralization	sentralisering	0.521	0.440	0.702
centralize	sentralisere	0.684	0.427	0.802
centrally	sentralt	0.729	0.280	0.700
centrifugal	sentrifugal	0.306	0.651	0.480
centrifuge	sentrifuge	0.495	0.622	0.527
centurion	centurion	0.590	0.447	0.696
century	århundre	0.407	0.347	0.735
ceramic	keramisk	0.521	0.255	0.371
ceramics	keramikk	0.573	0.250	0.373
cereal	korn	0.612	0.206	0.316
cereals	frokostblandinger	0.719	0.224	0.311
cerebral	cerebral	0.408	0.509	0.627
ceremonial	seremoniell	0.771	0.540	0.691
ceremony	seremoni	0.760	0.559	0.761
certain	sikker	0.760	0.358	0.673
certainty	sikkerhet	0.781	0.400	0.769
certifiable	bevislig	0.714	0.427	0.662
certificate	sertifikat	0.786	0.377	0.746
certified	sertifisert	0.781	0.422	0.806
certify	sertifisere	0.866	0.400	0.746
cervical	livmorhals	0.375	0.413	0.445
cervix	cervix	0.429	0.360	0.340
cess	cess	0.427	0.375	0.406
cessation	opphør	0.414	0.385	0.358
cesspool	kloakk	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	agner	0.333	0.327	0.188
chafing	gnaging	0.430	0.415	0.368
chagrin	ergrelse	0.104	0.704	0.472
chagrined	chagrined	0.112	0.745	0.361
chai	chai	0.500	0.375	0.363
chain	kjede	0.378	0.500	0.547
chainsaw	motorsag	0.367	0.804	0.636
chair	stol	0.562	0.082	0.276
chairman	Formann	0.656	0.567	0.933
chairperson	møteleder	0.730	0.657	0.966
chairwoman	styreleder	0.719	0.664	0.953
chaise	chaise	0.406	0.349	0.327
chalet	hytte	0.653	0.349	0.278
chalice	kalken	0.633	0.286	0.529
chalk	kritt	0.385	0.185	0.121
challenge	utfordring	0.469	0.922	0.713
challenger	utfordrer	0.417	0.755	0.652
chamber	kammer	0.583	0.373	0.455
chambermaid	pike	0.594	0.375	0.336
chambers	kamre	0.542	0.442	0.388
chameleon	kameleon	0.490	0.580	0.345
champ	champ	0.854	0.754	0.896
champagne	champagne	0.760	0.600	0.454
champion	champion	0.890	0.880	0.945
championship	mesterskap	0.833	0.800	0.880
chance	sjanse	0.833	0.551	0.525
chancellor	kansler	0.646	0.500	0.887
chandelier	lysekrone	0.615	0.542	0.366
chandler	chandler	0.510	0.452	0.454
change	endring	0.625	0.575	0.606
changeable	foranderlig	0.490	0.480	0.528
changed	endret	0.594	0.375	0.491
changer	changer	0.583	0.519	0.567
changing	endring	0.571	0.569	0.461
channel	kanal	0.490	0.287	0.405
chant	chant	0.771	0.698	0.650
chaos	kaos	0.016	0.923	0.373
chaotic	kaotisk	0.115	0.847	0.442
chap	kap	0.550	0.410	0.345
chapel	kapell	0.573	0.240	0.440
chaperon	chaperon	0.500	0.520	0.404
chaplain	kapellan	0.582	0.370	0.577
chapman	Chapman	0.562	0.529	0.465
chaps	chaps	0.350	0.462	0.350
chapter	kapittel	0.580	0.308	0.461
char	røye	0.554	0.361	0.404
character	karakter	0.667	0.373	0.686
characteristic	karakteristisk	0.583	0.328	0.538
characterize	karakter	0.729	0.471	0.735
charade	narrespill	0.458	0.550	0.346
charcoal	kull	0.302	0.186	0.342
chardonnay	chardonnay	0.677	0.567	0.492
charge	lade	0.510	0.633	0.785
chargeable	avgift	0.551	0.550	0.453
charger	lader	0.531	0.418	0.545
chariot	vogn	0.684	0.550	0.491
charisma	karisma	0.938	0.591	0.759
charismatic	karismatisk	0.938	0.684	0.849
charitable	veldedig	0.865	0.380	0.593
charity	veldedighet	0.920	0.284	0.551
charlatan	sjarlatan	0.200	0.640	0.352
charm	sjarm	0.833	0.363	0.649
charmed	sjarmert	0.938	0.570	0.769
charmer	sjarmtroll	0.882	0.683	0.782
charming	sjarmerende	0.917	0.660	0.764
charred	forkullet	0.208	0.676	0.373
chart	diagram	0.469	0.317	0.330
charter	charter	0.677	0.382	0.518
chartered	chartret	0.569	0.460	0.490
chase	jage	0.396	0.878	0.623
chased	jaget	0.188	0.830	0.287
chaser	chaser	0.375	0.830	0.645
chasm	kløft	0.265	0.579	0.500
chassis	chassis	0.406	0.342	0.444
chaste	kyske	0.408	0.248	0.453
chastened	refset	0.156	0.580	0.345
chastisement	straff	0.156	0.852	0.462
chastity	kyskhet	0.469	0.392	0.509
chat	chatte	0.729	0.400	0.346
chateau	chateau	0.615	0.464	0.702
chatter	skravling	0.560	0.450	0.347
chatterbox	skravlebøtte	0.459	0.548	0.482
chattering	chatte	0.460	0.663	0.304
